-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2023 in LST
Location: latitude  -1.2921   longitude 36.8219 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1642.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR
2021,12,15,5.207,18.64,82.08,3.8,5.03
2021,12,16,5.0734,19.51,80.53,4.28,3.5
2021,12,17,5.777,19.8,74.26,4.54,1.56
2021,12,18,5.9736,19.8,77.25,3.54,2.79
2021,12,19,5.5944,19.21,79.29,3.92,3.55
2021,12,20,6.2059,19.87,79.41,4.28,4.85
2021,12,21,4.7222,19.36,78.7,4.92,12.84
2021,12,22,4.8619,19.08,78.31,4.32,10.33
2021,12,23,5.8092,19.28,76.96,4.41,1.99
2021,12,24,5.8517,19.92,77.53,4.15,0.74
2021,12,25,5.2188,19.58,79.7,4.34,2.7
2021,12,26,4.9126,19.57,80.29,4.02,3.5
2021,12,27,6.2729,20.1,75.05,4.07,0.14
2021,12,28,6.2652,19.52,78.75,3.71,2.1
2021,12,29,5.8133,19.29,75.5,3.06,0.54
2021,12,30,6.5462,19.98,73.02,3.39,0.22
2021,12,31,6.6854,19.5,70.05,3.51,0.01
2022,1,1,6.8071,18.68,65.67,3.42,0.0
2022,1,2,7.2518,19.81,68.55,2.72,0.04
2022,1,3,7.4942,19.53,67.11,3.08,0.06
2022,1,4,7.7448,19.78,62.37,3.63,0.04
2022,1,5,6.4174,19.6,67.17,3.71,0.54
2022,1,6,6.6238,20.13,74.85,3.69,0.61
2022,1,7,6.5729,20.84,70.33,4.13,0.25
2022,1,8,6.7068,20.67,71.32,4.06,0.16
2022,1,9,6.8455,20.42,68.24,4.12,0.05
2022,1,10,7.6054,20.71,65.61,4.21,0.02
2022,1,11,6.9521,19.45,66.79,4.73,0.04
2022,1,12,7.6668,19.13,62.66,5.12,0.0
2022,1,13,7.6834,19.22,57.28,4.32,0.0
2022,1,14,7.2082,20.67,54.54,3.01,0.0
2022,1,15,4.5979,20.32,70.43,2.31,0.28
2022,1,16,5.9412,21.01,70.44,0.69,3.48
2022,1,17,2.9268,19.84,73.42,1.39,1.53
2022,1,18,4.7712,19.57,75.61,1.33,13.86
2022,1,19,5.6719,19.43,76.59,2.16,2.74
2022,1,20,6.7025,20.55,63.85,1.9,0.26
2022,1,21,4.3618,19.98,63.73,2.45,0.31
2022,1,22,6.1685,20.25,71.5,3.38,4.07
2022,1,23,5.6837,19.66,65.28,3.48,0.57
2022,1,24,5.7787,20.3,58.22,3.45,0.08
2022,1,25,7.0997,20.2,59.0,4.31,0.0
2022,1,26,7.7621,19.74,56.88,3.89,0.0
2022,1,27,7.4947,19.47,58.98,3.21,0.0
2022,1,28,6.787,21.35,51.98,3.17,0.0
2022,1,29,6.5786,20.98,58.28,3.9,0.13
2022,1,30,7.1362,21.06,63.04,3.43,0.58
2022,1,31,3.5558,21.17,66.09,2.73,0.43
2022,2,1,5.0136,19.91,66.82,1.82,0.22
2022,2,2,5.0203,21.45,64.54,3.74,0.35
2022,2,3,5.2147,21.77,65.36,4.71,0.14
2022,2,4,6.7018,22.05,61.93,3.72,0.46
2022,2,5,6.4265,22.21,61.24,1.97,1.31
2022,2,6,6.6434,20.19,64.31,1.57,3.12
2022,2,7,4.6555,19.53,73.78,3.07,10.46
2022,2,8,7.3944,20.38,60.86,3.46,0.09
2022,2,9,7.453,20.5,55.23,4.12,0.0
2022,2,10,7.5329,21.1,49.88,3.64,0.0
2022,2,11,6.9422,21.77,53.86,3.5,0.04
2022,2,12,6.5309,21.81,61.16,3.76,0.16
2022,2,13,6.8242,21.62,59.48,2.42,0.23
2022,2,14,6.8479,23.23,51.93,2.65,0.02
2022,2,15,5.8387,22.37,54.42,2.83,0.07
2022,2,16,7.1779,22.96,49.27,2.69,0.01
2022,2,17,7.3507,23.5,45.13,2.25,0.0
2022,2,18,5.8978,23.35,52.71,2.5,0.33
2022,2,19,6.048,22.43,60.89,1.98,0.67
2022,2,20,6.8935,22.87,55.33,2.92,0.5
2022,2,21,5.7298,23.04,58.53,2.99,0.95
2022,2,22,4.339,21.21,71.11,2.08,7.66
2022,2,23,4.4618,21.4,69.72,1.79,1.18
2022,2,24,4.6253,20.49,73.32,3.09,4.31
2022,2,25,6.4284,19.75,76.13,3.39,1.63
2022,2,26,7.4693,21.64,61.87,3.17,0.14
2022,2,27,7.9836,21.92,54.82,3.68,0.0
2022,2,28,7.5526,21.71,54.52,3.87,0.01
2022,3,1,7.4789,21.35,58.41,4.35,0.07
2022,3,2,7.5631,20.92,58.79,4.43,0.54
2022,3,3,7.9462,21.98,47.46,4.15,0.02
2022,3,4,8.0119,22.79,47.15,4.01,0.2
2022,3,5,7.9224,22.27,45.76,3.96,0.04
2022,3,6,7.884,22.08,53.16,3.87,0.69
2022,3,7,7.734,22.97,52.43,3.62,0.02
2022,3,8,7.2929,23.26,56.87,3.38,0.27
2022,3,9,6.751,23.02,54.89,3.67,0.12
2022,3,10,7.6567,22.86,51.17,3.98,0.07
2022,3,11,7.8521,23.03,47.29,3.96,0.01
2022,3,12,7.8038,22.88,48.5,3.77,0.33
2022,3,13,7.614,23.25,41.64,3.69,0.02
2022,3,14,7.1462,23.48,41.5,3.44,0.02
2022,3,15,7.6186,23.62,46.64,3.42,0.01
2022,3,16,7.255,24.75,43.2,3.28,0.06
2022,3,17,6.4181,23.86,49.54,3.73,0.22
2022,3,18,6.6991,22.97,52.4,3.65,0.11
2022,3,19,7.4268,23.1,53.37,3.22,0.16
2022,3,20,7.6339,23.85,45.41,3.75,0.0
2022,3,21,7.3781,23.34,47.61,3.74,0.01
2022,3,22,7.4364,22.64,50.95,3.91,0.23
2022,3,23,7.6147,23.34,50.11,3.72,0.21
2022,3,24,7.0164,23.47,57.35,3.19,0.6
2022,3,25,6.7411,23.95,53.71,3.05,0.98
2022,3,26,5.9429,23.13,58.83,2.86,2.2
2022,3,27,5.5608,22.78,60.75,3.41,0.89
2022,3,28,5.315,22.23,63.84,3.58,2.16
2022,3,29,6.3218,21.93,67.51,4.36,1.8
2022,3,30,6.4488,21.91,63.55,4.63,0.89
2022,3,31,6.0958,21.63,72.65,4.35,5.72
2022,4,1,5.0191,20.66,73.86,4.48,8.53
2022,4,2,5.7686,20.7,70.14,4.61,0.52
2022,4,3,6.3943,20.98,66.53,4.13,0.13
2022,4,4,7.1002,21.79,63.85,3.46,0.14
2022,4,5,6.8186,21.86,62.27,3.48,0.13
2022,4,6,7.151,21.9,61.49,3.73,0.03
2022,4,7,6.8863,21.9,58.29,3.79,0.02
2022,4,8,6.9446,21.78,57.27,3.6,0.01
2022,4,9,7.0075,22.3,58.12,3.9,0.01
2022,4,10,6.0718,22.08,57.44,3.89,0.03
2022,4,11,5.3405,21.94,55.57,3.45,0.18
2022,4,12,6.3218,22.64,58.13,3.19,0.37
2022,4,13,5.9561,22.79,55.81,3.16,0.4
2022,4,14,5.2553,21.91,67.02,3.89,1.4
2022,4,15,5.6414,21.91,52.91,4.05,0.17
2022,4,16,6.0648,21.06,49.64,2.6,0.07
2022,4,17,5.7569,21.5,57.76,1.96,0.52
2022,4,18,4.8934,21.87,64.49,2.6,0.26
2022,4,19,4.7047,22.11,64.99,3.04,1.54
2022,4,20,5.227,21.7,67.94,3.14,5.82
2022,4,21,4.998,20.59,72.14,3.12,6.7
2022,4,22,5.4204,20.98,74.01,2.71,2.56
2022,4,23,5.6693,20.58,76.77,3.3,1.38
2022,4,24,5.0045,20.1,69.94,3.19,1.79
2022,4,25,6.2338,20.04,78.17,2.58,2.11
2022,4,26,6.319,21.37,67.78,3.21,0.81
2022,4,27,5.4917,20.44,64.03,2.54,1.15
2022,4,28,4.3294,19.52,73.07,2.82,8.58
2022,4,29,5.6117,20.6,69.71,2.91,1.89
2022,4,30,6.2402,20.85,71.17,2.59,1.61
2022,5,1,5.1929,21.05,70.91,2.62,0.42
2022,5,2,5.6736,20.73,70.54,2.72,2.05
2022,5,3,5.0566,18.01,78.78,2.86,2.03
2022,5,4,5.3282,18.11,78.59,2.92,4.95
2022,5,5,4.6906,19.34,73.03,2.68,4.66
2022,5,6,5.437,19.97,69.67,2.56,0.45
2022,5,7,4.9925,20.11,71.74,3.01,0.71
2022,5,8,5.7643,21.45,64.88,2.46,0.14
2022,5,9,5.4108,20.82,69.94,2.29,0.44
2022,5,10,6.1356,21.4,65.43,2.69,0.05
2022,5,11,6.2873,21.45,66.44,2.91,0.08
2022,5,12,6.3886,21.06,61.13,2.67,0.13
2022,5,13,6.7642,20.9,70.72,2.74,1.17
2022,5,14,6.4903,21.13,67.72,3.34,0.35
2022,5,15,6.6106,20.38,64.46,3.41,0.06
2022,5,16,5.5284,20.34,63.8,3.26,0.12
2022,5,17,5.0126,20.35,69.93,2.5,0.5
2022,5,18,4.4772,20.32,66.37,3.19,0.42
2022,5,19,6.2021,20.03,64.18,2.91,0.18
2022,5,20,6.2842,20.52,62.99,3.02,0.14
2022,5,21,6.0869,21.18,61.99,2.96,0.23
2022,5,22,5.9462,22.02,62.53,2.52,0.18
2022,5,23,5.195,20.27,68.94,2.2,2.39
2022,5,24,5.7638,22.21,52.44,2.52,0.02
2022,5,25,5.1682,21.88,59.06,2.33,0.07
2022,5,26,5.7442,22.07,58.61,2.15,0.07
2022,5,27,4.7873,21.03,65.41,2.32,0.95
2022,5,28,4.086,19.36,72.47,3.01,1.93
2022,5,29,4.5701,20.5,63.38,2.66,0.59
2022,5,30,4.3889,19.57,63.29,2.28,0.68
2022,5,31,4.9022,19.52,61.92,2.75,0.32
2022,6,1,5.2795,20.11,65.98,3.09,0.18
2022,6,2,4.9829,19.33,65.18,3.8,0.07
2022,6,3,4.7213,18.72,63.23,3.21,0.04
2022,6,4,5.8622,19.14,55.3,3.14,0.01
2022,6,5,6.7176,19.71,54.54,2.14,0.01
2022,6,6,4.8626,18.99,68.48,2.52,0.45
2022,6,7,3.8479,18.78,65.36,2.35,0.76
2022,6,8,4.6219,19.46,62.98,2.85,0.21
2022,6,9,4.2391,19.41,63.73,2.41,0.31
2022,6,10,4.7203,19.57,63.49,2.0,0.58
2022,6,11,4.7189,20.04,62.26,2.68,0.22
2022,6,12,4.7316,19.22,69.9,2.7,0.98
2022,6,13,3.7877,19.54,64.26,2.43,0.83
2022,6,14,5.6578,20.18,63.94,1.79,0.81
2022,6,15,5.6143,21.24,57.47,2.47,0.06
2022,6,16,5.8478,20.37,58.35,3.36,0.04
2022,6,17,5.4197,20.5,61.9,3.0,0.1
2022,6,18,4.9505,20.23,63.8,2.65,0.26
2022,6,19,3.5654,19.69,65.44,2.61,0.42
2022,6,20,4.2098,19.54,59.01,3.03,0.09
2022,6,21,6.0533,19.46,56.08,2.75,0.03
2022,6,22,5.3018,19.46,58.75,1.62,0.08
2022,6,23,3.5383,19.44,65.85,2.57,0.44
2022,6,24,3.2779,17.51,68.89,2.75,0.93
2022,6,25,2.9712,17.96,65.86,2.26,0.36
2022,6,26,3.7051,17.41,62.92,2.24,0.2
2022,6,27,4.435,18.32,62.19,2.63,0.15
2022,6,28,2.9448,18.08,57.31,2.42,0.04
2022,6,29,4.7402,18.5,58.82,2.73,0.11
2022,6,30,4.9548,19.33,57.95,2.54,0.04
2022,7,1,3.2822,18.85,61.28,2.77,0.03
2022,7,2,6.0619,18.74,59.49,2.55,0.03
2022,7,3,5.8846,19.17,56.61,2.38,0.05
2022,7,4,5.9606,18.58,59.22,2.21,0.01
2022,7,5,4.6925,19.4,60.88,1.76,0.12
2022,7,6,5.3009,18.22,63.12,2.44,0.46
2022,7,7,4.5228,18.31,66.89,2.25,0.16
2022,7,8,2.7185,17.73,69.81,2.77,0.42
2022,7,9,2.7778,17.34,65.27,2.55,0.21
2022,7,10,4.0114,17.31,67.66,2.97,1.03
2022,7,11,5.0755,17.72,59.61,3.31,0.2
2022,7,12,2.3832,17.17,65.98,3.0,0.24
2022,7,13,5.9986,18.81,57.09,2.82,0.06
2022,7,14,4.8842,18.8,67.03,3.21,1.12
2022,7,15,4.2502,19.29,68.17,3.28,0.66
2022,7,16,4.0258,19.56,63.48,3.27,0.12
2022,7,17,2.544,18.9,66.92,2.89,0.38
2022,7,18,3.3137,18.47,66.82,3.25,0.81
2022,7,19,3.1243,18.42,62.13,3.04,0.15
2022,7,20,4.9181,18.06,69.02,3.46,2.23
2022,7,21,3.9084,17.85,59.77,3.04,0.2
2022,7,22,4.6466,18.26,65.86,3.12,0.52
2022,7,23,4.5461,18.37,63.32,2.85,0.39
2022,7,24,5.809,18.58,66.03,2.27,0.41
2022,7,25,5.7326,18.83,65.2,2.54,0.48
2022,7,26,3.9209,18.08,68.17,2.98,0.82
2022,7,27,5.5591,18.89,66.58,2.75,0.91
2022,7,28,4.7117,18.69,69.62,2.9,1.07
2022,7,29,3.8268,18.59,71.58,2.48,4.24
2022,7,30,4.5886,18.96,70.91,2.91,0.87
2022,7,31,4.6742,18.68,69.04,2.47,1.05
2022,8,1,2.4778,18.27,73.37,2.63,1.67
2022,8,2,2.3633,17.58,71.56,2.75,1.97
2022,8,3,2.3112,17.49,71.67,2.12,1.48
2022,8,4,3.2662,17.69,70.56,2.6,0.61
2022,8,5,3.3643,17.29,69.05,2.64,0.34
2022,8,6,6.126,17.82,67.56,2.02,0.18
2022,8,7,6.0194,17.45,67.9,1.96,0.36
2022,8,8,5.5524,17.73,63.69,2.43,0.12
2022,8,9,5.335,18.84,59.35,2.48,0.17
2022,8,10,5.5171,18.03,64.99,2.85,0.21
2022,8,11,3.7666,18.54,68.23,3.67,0.28
2022,8,12,3.7778,17.95,69.92,3.32,0.61
2022,8,13,3.366,17.88,68.26,2.91,0.41
2022,8,14,5.167,18.8,67.58,2.63,0.44
2022,8,15,4.4858,18.9,69.39,2.35,0.59
2022,8,16,5.0172,19.08,65.01,2.37,0.67
2022,8,17,3.5467,18.42,61.51,2.98,0.11
2022,8,18,6.905,19.54,55.68,3.1,0.06
2022,8,19,7.1311,20.22,51.88,2.82,0.11
2022,8,20,6.8069,21.08,51.29,2.53,0.01
2022,8,21,6.5825,20.94,54.64,3.22,0.01
2022,8,22,5.9563,19.7,54.33,3.74,0.05
2022,8,23,4.7616,19.39,57.67,3.51,0.18
2022,8,24,5.5157,18.9,56.62,3.77,0.07
2022,8,25,3.8575,18.91,59.88,2.82,0.14
2022,8,26,4.2168,18.71,67.5,2.79,1.9
2022,8,27,2.8303,17.69,71.16,3.17,1.35
2022,8,28,4.8564,18.78,63.3,3.05,0.2
2022,8,29,6.186,20.19,61.13,2.08,0.59
2022,8,30,6.587,20.44,60.98,2.78,0.29
2022,8,31,4.1611,19.35,63.01,3.16,0.3
2022,9,1,5.4554,19.24,57.14,2.82,0.12
2022,9,2,4.6507,19.08,61.54,2.68,0.53
2022,9,3,5.677,18.68,63.71,2.58,0.65
2022,9,4,6.1238,20.07,58.23,2.3,0.21
2022,9,5,5.6098,18.71,61.32,1.94,0.75
2022,9,6,4.7885,17.99,73.28,1.94,6.22
2022,9,7,2.8622,17.88,75.04,2.45,4.93
2022,9,8,3.4375,17.71,72.5,2.72,3.2
2022,9,9,4.9934,17.47,75.81,2.35,3.75
2022,9,10,5.5858,18.36,69.56,2.86,0.57
2022,9,11,6.8496,19.47,69.19,3.04,1.12
2022,9,12,6.4495,19.89,71.12,2.51,1.75
2022,9,13,6.2218,19.07,71.85,3.37,0.8
2022,9,14,4.308,18.65,68.58,3.47,0.07
2022,9,15,4.6037,18.87,68.23,3.41,0.15
2022,9,16,5.8411,18.74,66.33,3.51,0.07
2022,9,17,5.8848,19.37,68.96,3.02,0.18
2022,9,18,5.6503,18.88,67.94,3.56,0.24
2022,9,19,7.2005,20.56,64.37,3.42,0.16
2022,9,20,7.031,20.7,62.21,3.89,0.19
2022,9,21,7.4539,20.7,57.04,3.7,0.12
2022,9,22,6.8676,21.04,59.67,3.33,0.29
2022,9,23,7.123,20.43,57.57,3.41,0.06
2022,9,24,7.5706,20.45,60.82,3.97,0.16
2022,9,25,6.5815,20.3,62.28,3.8,0.57
2022,9,26,6.1397,20.17,65.22,4.58,0.77
2022,9,27,7.1494,20.21,54.74,4.02,0.12
2022,9,28,7.1698,20.3,54.73,3.43,0.04
2022,9,29,6.8362,20.04,60.48,2.85,0.18
2022,9,30,6.2842,20.48,61.6,3.25,0.11
2022,10,1,6.792,20.63,60.74,3.26,0.14
2022,10,2,6.7776,21.68,54.32,3.16,0.06
2022,10,3,6.4896,20.45,56.16,2.63,0.39
2022,10,4,6.4406,20.32,53.57,2.9,0.04
2022,10,5,6.917,20.91,53.67,3.62,0.11
2022,10,6,6.2731,21.42,57.26,3.87,0.32
2022,10,7,6.2477,20.71,56.17,3.61,0.26
2022,10,8,4.896,20.2,55.93,3.45,0.05
2022,10,9,6.7186,19.87,52.44,3.54,0.28
2022,10,10,6.6499,20.33,53.27,3.22,0.06
2022,10,11,7.5082,20.51,50.31,2.93,0.05
2022,10,12,7.4794,20.53,47.7,2.96,0.03
2022,10,13,7.3474,20.23,48.41,2.76,0.01
2022,10,14,7.0421,20.46,50.49,3.3,0.0
2022,10,15,6.8386,19.92,53.94,3.64,0.05
2022,10,16,6.2482,20.39,55.57,3.6,0.03
2022,10,17,6.3895,21.61,62.37,3.95,0.31
2022,10,18,6.3938,21.15,60.91,3.7,0.12
2022,10,19,6.66,21.37,57.59,3.75,0.1
2022,10,20,6.1908,20.98,54.98,3.88,0.05
2022,10,21,6.4889,20.73,50.5,4.11,0.13
2022,10,22,7.2804,20.87,50.1,4.02,0.14
2022,10,23,7.2682,21.51,60.17,4.13,0.22
2022,10,24,7.4498,22.37,53.23,4.08,0.1
2022,10,25,7.2794,22.55,54.12,3.9,0.16
2022,10,26,6.5981,21.92,56.2,3.78,0.05
2022,10,27,6.563,22.38,57.48,4.13,0.28
2022,10,28,7.1196,22.84,51.8,3.46,0.03
2022,10,29,7.0867,22.23,51.52,3.81,0.06
2022,10,30,6.4891,22.07,53.24,3.91,0.3
2022,10,31,6.4572,21.5,66.11,3.94,4.82
2022,11,1,4.5084,20.56,68.27,4.16,2.67
2022,11,2,4.8718,19.81,70.92,3.93,1.22
2022,11,3,3.9192,20.59,59.78,3.61,0.13
2022,11,4,5.8435,20.92,60.36,3.43,0.3
2022,11,5,6.9043,20.8,61.94,4.11,0.14
2022,11,6,6.2491,20.78,70.06,3.94,2.57
2022,11,7,5.9849,21.17,69.07,4.37,2.27
2022,11,8,6.5342,20.88,66.21,4.1,1.13
2022,11,9,6.432,21.21,63.27,3.69,0.2
2022,11,10,6.0454,21.51,63.2,4.04,0.69
2022,11,11,5.5898,20.62,70.73,4.07,3.24
2022,11,12,4.8122,20.23,68.36,3.93,0.57
2022,11,13,4.8226,19.66,70.88,3.0,1.07
2022,11,14,3.9792,20.27,72.26,3.07,3.69
2022,11,15,4.5506,18.99,75.95,2.74,4.44
2022,11,16,3.8952,20.17,73.87,3.36,3.18
2022,11,17,3.0346,18.79,79.52,3.39,13.26
2022,11,18,4.9999,19.51,70.13,3.79,1.64
2022,11,19,6.4534,20.07,73.78,3.51,6.44
2022,11,20,5.0484,19.72,70.71,3.53,1.84
2022,11,21,5.765,20.17,73.68,3.61,0.36
2022,11,22,5.8121,19.86,75.76,4.15,0.93
2022,11,23,4.7338,19.29,77.41,4.19,2.35
2022,11,24,5.1718,19.22,72.73,4.14,0.85
2022,11,25,5.7098,19.66,69.75,4.17,0.34
2022,11,26,6.8796,20.01,64.0,3.93,0.07
2022,11,27,5.736,20.75,63.93,3.4,0.12
2022,11,28,4.9733,20.36,73.13,3.53,1.87
2022,11,29,5.5769,20.17,73.83,4.29,1.33
2022,11,30,5.7766,20.01,76.19,4.49,2.86
2022,12,1,6.515,19.76,72.31,4.5,0.92
2022,12,2,6.6509,19.73,74.19,4.02,5.89
2022,12,3,6.0557,19.67,74.65,4.31,1.31
2022,12,4,4.9265,19.91,73.07,4.09,1.46
2022,12,5,5.9911,20.27,71.31,3.81,0.61
2022,12,6,5.4838,20.26,71.53,3.51,1.18
2022,12,7,5.9923,20.06,73.67,3.71,1.78
2022,12,8,5.6491,20.0,70.71,3.81,0.59
2022,12,9,5.449,19.48,72.38,3.27,1.67
2022,12,10,5.0657,20.29,70.96,2.9,1.47
2022,12,11,5.7602,20.44,73.83,3.44,2.02
2022,12,12,4.7998,20.38,73.06,4.03,1.05
2022,12,13,4.6514,20.08,74.98,3.85,2.61
2022,12,14,6.7661,20.27,69.9,3.68,0.44
2022,12,15,6.799,20.3,66.83,3.29,0.29
2022,12,16,6.3684,20.73,67.76,3.13,0.58
2022,12,17,6.4762,20.96,67.15,3.56,0.12
2022,12,18,6.7229,21.06,65.73,3.64,0.08
2022,12,19,6.3367,21.3,65.59,3.62,0.2
2022,12,20,5.9347,21.17,59.9,4.12,0.08
2022,12,21,4.8746,20.84,61.3,3.21,0.09
2022,12,22,5.5795,20.34,71.39,3.55,2.42
2022,12,23,5.617,20.37,70.6,3.71,1.03
2022,12,24,5.6683,20.52,68.8,3.4,0.93
2022,12,25,6.2647,20.71,66.07,3.59,0.58
2022,12,26,6.1063,20.3,70.46,3.54,2.28
2022,12,27,3.0586,19.53,71.17,3.5,0.85
2022,12,28,6.4087,20.52,65.23,3.73,0.19
2022,12,29,6.3809,19.78,65.2,4.56,0.61
2022,12,30,7.0291,20.01,60.24,4.64,0.03
2022,12,31,7.1429,20.15,59.53,4.22,0.03
2023,1,1,7.2919,20.4,57.8,4.24,0.15
2023,1,2,6.061,19.7,66.31,4.68,0.9
2023,1,3,5.425,18.91,74.46,4.68,3.45
2023,1,4,4.5602,18.75,75.8,4.45,2.58
2023,1,5,6.7464,19.56,68.53,4.12,0.58
2023,1,6,7.1858,20.25,63.46,3.67,0.04
2023,1,7,7.087,20.49,63.39,3.69,0.16
2023,1,8,6.9422,20.64,65.85,3.72,1.02
2023,1,9,6.6456,20.49,67.61,4.2,1.37
2023,1,10,6.792,19.75,72.25,3.77,2.81
2023,1,11,6.937,20.02,69.9,3.66,0.93
2023,1,12,6.8762,20.62,65.03,3.83,0.09
2023,1,13,7.5641,20.02,58.27,4.3,0.05
2023,1,14,7.537,20.18,54.93,4.11,0.0
2023,1,15,7.343,20.34,56.54,4.09,0.0
2023,1,16,7.129,20.25,59.26,3.86,0.05
2023,1,17,7.1746,20.75,54.97,4.0,0.06
2023,1,18,7.3195,21.69,45.58,3.97,0.01
2023,1,19,7.0385,22.06,46.23,3.84,0.04
2023,1,20,7.1654,21.61,52.74,3.94,0.03
2023,1,21,7.5247,21.63,48.59,4.5,0.0
2023,1,22,5.6738,20.39,57.03,3.99,0.13
2023,1,23,5.6155,20.21,65.6,3.29,0.44
2023,1,24,6.1522,20.73,65.22,3.9,0.58
2023,1,25,7.1119,20.94,60.92,3.79,0.01
2023,1,26,7.3519,21.36,52.15,3.4,0.0
2023,1,27,7.4486,20.74,52.28,3.98,0.01
2023,1,28,7.8494,20.93,48.49,3.94,0.0
2023,1,29,7.752,20.99,49.76,3.75,0.01
2023,1,30,7.4052,21.33,50.24,3.53,0.15
2023,1,31,7.1285,21.46,52.53,3.27,0.01
2023,2,1,7.0046,22.74,50.4,2.57,0.01
2023,2,2,6.9336,23.21,49.83,2.79,0.03
2023,2,3,7.8895,22.87,39.4,3.45,0.0
2023,2,4,7.9169,21.83,42.58,3.74,0.0
2023,2,5,7.5048,22.53,44.19,3.52,0.0
2023,2,6,7.6697,22.87,39.23,3.45,0.0
2023,2,7,6.9082,22.15,43.38,3.75,0.01
2023,2,8,6.6703,22.86,48.88,3.75,0.03
2023,2,9,6.9041,22.51,53.59,3.7,0.09
2023,2,10,7.6546,22.96,45.94,3.91,0.0
2023,2,11,7.6193,22.82,50.23,3.81,0.0
2023,2,12,7.7825,22.17,47.82,4.41,0.0
2023,2,13,8.0182,21.89,42.53,3.91,0.0
2023,2,14,7.5943,22.33,49.29,3.82,0.0
2023,2,15,7.2857,23.02,49.86,3.58,0.0
2023,2,16,6.8078,23.0,52.22,4.05,0.0
2023,2,17,7.3037,22.45,54.76,4.68,0.0
2023,2,18,7.4861,22.09,53.96,4.58,0.01
2023,2,19,7.2974,22.29,55.17,4.45,0.01
2023,2,20,7.686,22.55,47.3,4.1,0.01
2023,2,21,7.5012,22.6,43.22,3.94,0.1
2023,2,22,7.231,22.58,47.1,3.69,0.06
2023,2,23,7.3752,22.37,52.55,3.4,7.2
2023,2,24,7.2703,22.73,51.14,3.38,0.1
2023,2,25,7.303,22.57,52.71,3.29,0.11
2023,2,26,7.5598,22.29,54.17,3.85,0.22
2023,2,27,6.995,21.88,61.76,4.15,1.1
2023,2,28,6.4514,21.82,59.62,4.26,0.15
2023,3,1,7.3222,22.35,51.47,3.59,0.0
2023,3,2,6.9631,22.95,49.95,3.38,0.25
2023,3,3,6.5479,22.95,52.3,3.64,0.19
2023,3,4,7.4407,22.6,49.24,4.3,0.01
2023,3,5,7.6754,22.28,50.24,4.66,0.02
2023,3,6,7.9126,22.32,53.62,4.61,0.02
2023,3,7,7.6519,22.56,59.19,4.12,0.04
2023,3,8,7.3438,23.26,52.39,4.0,0.03
2023,3,9,7.249,23.35,50.19,3.47,0.1
2023,3,10,6.2998,23.52,52.5,3.72,0.16
2023,3,11,6.054,22.43,55.37,4.09,0.04
2023,3,12,6.5078,22.43,50.62,3.8,0.62
2023,3,13,7.1242,22.48,52.84,3.78,0.14
2023,3,14,5.5202,22.72,56.31,3.61,1.35
2023,3,15,5.4079,21.18,59.8,3.16,0.87
2023,3,16,5.0501,22.01,61.57,3.7,1.0
2023,3,17,6.6578,22.54,53.39,4.09,0.01
2023,3,18,6.9958,22.48,48.03,3.54,0.01
2023,3,19,5.9978,22.17,52.57,3.23,1.88
2023,3,20,6.048,20.58,65.7,2.47,4.1
2023,3,21,5.3074,21.08,64.45,2.49,2.79
2023,3,22,5.8428,20.17,75.93,1.79,7.99
2023,3,23,6.0936,20.78,71.69,2.95,1.55
2023,3,24,5.8567,19.85,74.31,2.95,1.69
2023,3,25,3.8546,19.32,76.34,2.38,10.29
2023,3,26,4.6795,20.38,73.08,2.43,0.99
2023,3,27,6.8143,21.13,70.59,3.1,0.88
2023,3,28,6.8426,21.46,72.12,3.44,1.89
2023,3,29,6.083,21.54,68.71,3.6,0.47
2023,3,30,7.1693,21.26,69.73,3.63,0.2
2023,3,31,6.8532,21.06,71.59,3.7,2.26
2023,4,1,6.5988,21.72,64.79,2.7,0.47
2023,4,2,6.6502,21.89,65.29,2.63,0.38
2023,4,3,6.0334,21.53,71.75,3.47,6.3
2023,4,4,6.2446,20.51,75.71,3.48,10.55
2023,4,5,6.5263,19.5,81.23,3.66,9.6
2023,4,6,5.1732,20.4,74.4,3.38,0.92
2023,4,7,7.0044,20.85,74.98,3.5,0.91
2023,4,8,3.8182,20.52,74.2,4.25,0.88
2023,4,9,6.108,20.66,72.33,3.81,0.25
2023,4,10,6.9046,20.39,75.89,3.59,2.06
2023,4,11,5.5985,20.17,78.55,3.88,5.83
2023,4,12,5.7749,20.17,80.02,4.05,8.43
2023,4,13,5.19,20.23,76.94,3.99,1.65
2023,4,14,4.3682,20.02,72.69,3.76,0.33
2023,4,15,5.485,20.25,75.8,4.01,1.82
